ft_cosine_claim_reviewed,ft_cosine_claim_summary,ft_cosine_claim_meta_desc,ft_token_overlap,ft_shared_named_entities,ft_has_negation,ft_has_negation_reviewed,ft_keyword_overlap_kb,ft_keyword_overlap_meta,ft_domain_match,ft_lang_match,ft_has_image,ft_has_video,ft_text_len_summary,ft_text_len_meta,ft_title_match_ratio,ft_contr_nli_claim_reviewed,ft_contr_nli_claim_summary,ft_contr_nli_claim_meta_desc,similarity
0.8878603577613831,0.8085347414016724,0.7948331832885742,0.11764702422146345,2,0,0,0,0,1,0,1,0,85,16,0.496124031007752,2.4231958e-05,0.99321836,0.9991891,1
0.9762820601463318,0.8912641406059265,0.9378352761268616,0.42857112244919826,1,0,0,0,0,1,1,1,0,89,24,0.6376811594202898,0.6175028,0.98442644,0.00060719455,1
0.8167772889137268,0.7528759241104126,0.7545745372772217,0.19999986666675557,1,0,0,0,0,1,0,1,0,98,24,0.6019417475728155,5.2462703e-05,0.000336276,0.0023193387,0
0.8672217130661011,0.8355188369750977,0.849133312702179,0.0,0,1,0,0,0,1,0,1,0,98,25,0.475,1.1337232e-05,0.030378098,0.0073967525,1
0.8917338252067566,0.8544353246688843,0.8657710552215576,0.24999989583337673,0,1,0,0,0,1,1,1,0,84,37,0.5899280575539568,0.00012436789,0.039193116,0.9996506,0
0.8487780690193176,0.8094829320907593,0.8424493670463562,0.0,0,1,0,0,0,1,0,1,0,109,16,0.40944881889763785,0.0002597569,0.000630308,0.023003222,1
0.8735333681106567,0.7995421886444092,0.847976803779602,0.0270270197224271,0,1,1,0,0,1,0,1,0,121,33,0.39473684210526316,0.00013301986,1.4541648e-05,0.000757559,1
0.9146919846534729,0.8902559280395508,0.8775147795677185,0.30769207100609924,0,0,0,0,0,1,1,1,0,63,40,0.6881720430107527,6.4259846e-05,0.99660444,0.027698787,0
0.9348787069320679,0.8952826857566833,0.9052561521530151,0.18749988281257324,0,0,0,1,0,1,1,1,0,102,53,0.6590909090909092,9.794598e-05,0.0038656679,0.01177835,1
0.9027959704399109,0.8932068347930908,0.905316174030304,0.11111108024692215,0,0,1,0,0,1,1,1,0,118,52,0.6597938144329896,0.999977,0.006241438,0.015503733,1
0.902949869632721,0.8669768571853638,0.0,0.38461508875762407,0,0,0,1,0,1,1,1,0,79,1,0.62,0.00014681532,0.5482173,0.879836,0
0.9315141439437866,0.8993675708770752,0.9083707928657532,0.2222220987655007,0,0,0,0,0,1,1,1,1,96,26,0.6,0.00054072257,0.004658483,0.47008374,1
0.8002583384513855,0.7787498831748962,0.0,0.0,0,0,0,0,0,1,0,1,0,70,1,0.18000000000000005,0.098828636,0.17301187,0.879836,0
0.9321843385696411,0.8955419659614563,0.9186661243438721,0.23529397923883574,0,0,0,0,0,1,1,0,0,119,22,0.6666666666666667,0.0009992347,0.0012534691,0.9999647,0
0.7994409203529358,0.7560984492301941,0.0,0.0,0,0,0,0,0,1,0,1,0,84,1,0.16000000000000003,0.9901293,0.012102857,0.879836,0
0.8971610069274902,0.8312497735023499,0.8289092779159546,0.07692301775152481,0,0,0,0,0,1,1,0,0,109,19,0.46464646464646464,0.5034901,0.0022011658,0.012008838,0
0.8618835210800171,0.8394357562065125,0.7824777364730835,0.08333326388894677,0,0,0,0,0,1,0,1,0,78,29,0.38095238095238093,0.9919458,0.001986324,0.024135705,0
0.8666912317276001,0.8372862935066223,0.8399113416671753,0.11764698961941787,0,0,0,0,0,1,1,1,0,84,48,0.5777777777777777,0.9732859,0.0008686898,0.07307113,0
0.8863662481307983,0.8739258646965027,0.8820254802703857,0.23529397923883574,0,0,0,1,0,1,1,0,0,81,23,0.5507246376811594,0.00025302093,0.0014063062,0.88547635,0
0.8334046006202698,0.7806366086006165,0.0,0.0,0,0,0,0,0,1,0,1,0,74,1,0.18181818181818177,0.003015351,0.0030257632,0.879836,0
0.9532222151756287,0.8776583075523376,0.9061881303787231,0.35714260204099857,0,0,0,0,0,1,1,1,0,97,49,0.64,2.4864736e-05,0.0005222402,0.00076441246,1
0.9233937859535217,0.859797477722168,0.8800439834594727,0.4166663194447338,0,0,0,1,0,1,1,1,0,88,22,0.5507246376811594,0.00014489792,0.00025967645,0.00019124062,0
0.9076534509658813,0.8694466948509216,0.8766998648643494,0.3333331111112593,0,0,0,0,0,1,1,1,0,106,53,0.5507246376811594,0.0009625922,0.013258755,4.3496657e-05,0
0.9155047535896301,0.8663334846496582,0.0,0.21052620498620792,0,0,1,0,0,1,1,1,0,133,1,0.627906976744186,0.9944977,0.030298198,0.879836,0
